# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
subgroup,CLM-000581,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000581,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000581,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000581,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000581,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000581,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000581,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000581,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000581,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000581,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000581,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000581,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",49
subgroup,CLM-000242,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000242,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000242,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000242,country,Denmark,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000242,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000242,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000242,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000242,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000242,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000242,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000242,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000242,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000242,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000242,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000242,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000242,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000242,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000242,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000242,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",55
subgroup,CLM-000199,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000199,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000199,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000199,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000199,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000199,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000199,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000199,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000199,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000199,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000199,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000199,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000199,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000199,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000199,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000199,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000199,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000199,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000199,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",55
subgroup,CLM-000007,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000007,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000007,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000007,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000007,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000007,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000007,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000007,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000007,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000007,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000007,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000007,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000007,country,Poland,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000007,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000007,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000007,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000007,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000007,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",49
subgroup,CLM-000486,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000486,country,Austria,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000486,country,Azerbaijan,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000486,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000486,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000486,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000486,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000486,country,Finland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000486,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000486,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000486,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Ireland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000486,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000486,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000486,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000486,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000486,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000486,country,Norway,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000486,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000486,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000486,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000486,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000486,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000486,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000486,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000486,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",43
subgroup,CLM-000109,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Austria,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000109,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000109,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000109,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000109,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000109,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000109,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Ireland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000109,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000109,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000109,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000109,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000109,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000109,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000109,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Russia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000109,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000109,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000109,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000109,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000109,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000109,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",48
subgroup,CLM-000190,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000190,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000190,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000190,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000190,country,Finland,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000190,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000190,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000190,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000190,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000190,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000190,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000190,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000190,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000190,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000190,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000190,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000190,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000190,country,Uruguay,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
unassigned,CLM-000190,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",52
subgroup,CLM-000374,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Australia,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000374,country,Austria,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000374,country,Brazil,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Colombia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000374,country,Denmark,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Finland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000374,country,France,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000374,country,Greece,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,India,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Ireland,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Italy,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000374,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Netherlands,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000374,country,New Zealand,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000374,country,Norway,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Other / Prefer not to say,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000374,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000374,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Russia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,South Africa,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000374,country,Sweden,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000374,country,Switzerland,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000374,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000374,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000374,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",18
subgroup,CLM-000122,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Austria,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000122,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000122,country,Brazil,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000122,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000122,country,Denmark,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000122,country,Finland,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000122,country,France,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000122,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000122,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000122,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000122,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000122,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000122,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000122,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000122,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000122,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
